
# Eixo de estrada principal
# Cerca norte
73,995.000,1013.000,53.800,CE
74,1005.000,1014.000,53.650,CE
75,1015.000,1014.800,53.500,CE
76,1025.000,1015.200,53.350,CE
77,1035.000,1015.300,53.200,CE
78,1045.000,1015.200,53.050,CE
79,1055.000,1015.000,52.900,CE
80,1065.000,1014.700,52.750,CE
# Cerca sul
81,995.000,987.000,53.700,CE
82,1005.000,986.500,53.550,CE
83,1015.000,986.200,53.400,CE
84,1025.000,986.000,53.250,CE
85,1035.000,986.100,53.100,CE
# Árvores
86,997.000,1011.000,53.600,AR
87,1003.000,1012.000,53.700,AR
88,1013.000,1012.500,53.400,AR
89,1023.000,1012.800,53.300,AR
90,1033.000,1012.600,53.200,AR
91,1043.000,1012.300,53.100,AR
92,1053.000,1012.000,53.000,AR
93,1063.000,1011.600,52.900,AR
94,997.000,989.000,53.500,AR
95,1007.000,988.500,53.400,AR
96,1017.000,988.200,53.300,AR
97,1027.000,988.000,53.200,AR
98,1037.000,988.100,53.100,AR
99,1047.000,988.300,53.000,AR
# Caixas saneamento
100,1008.000,1002.500,52.150,CXS
101,1018.000,1003.200,52.000,CXS
102,1028.000,1003.800,51.870,CXS
103,1038.000,1003.900,51.740,CXS
104,1048.000,1003.800,51.610,CXS
105,1058.000,1003.600,51.480,CXS
106,1068.000,1003.300,51.350,CXS
# Caixas de água
107,1005.000,1000.500,52.200,CXA
108,1025.000,1001.000,51.900,CXA
109,1045.000,1001.200,51.650,CXA
110,1065.000,1001.000,51.400,CXA
# Postes eléctricos
111,1002.000,992.000,51.980,PE
112,1012.000,992.500,51.830,PE
113,1022.000,992.800,51.700,PE
114,1032.000,992.600,51.560,PE
115,1042.000,992.300,51.420,PE
116,1052.000,992.000,51.280,PE
117,1062.000,991.600,51.140,PE
118,1072.000,991.200,51.000,PE
# Luminarias
119,1005.000,1009.500,53.500,LM2
120,1020.000,1010.200,53.300,LM2
121,1035.000,1010.500,53.100,LM2
122,1050.000,1010.300,52.900,LM2
123,1065.000,1010.000,52.700,LM2
124,1005.000,990.500,53.400,LM2
125,1020.000,989.800,53.200,LM2
126,1035.000,989.500,53.000,LM2
# Passeio norte
127,1000.000,1008.000,52.900,PA
128,1010.000,1009.000,52.750,PA
129,1020.000,1009.800,52.620,PA
130,1030.000,1010.300,52.490,PA
131,1040.000,1010.500,52.360,PA
132,1050.000,1010.400,52.230,PA
133,1060.000,1010.200,52.100,PA
134,1070.000,1009.900,51.970,PA
135,1080.000,1009.500,51.840,PA
# Passeio sul
136,1000.000,992.000,52.800,PA
137,1010.000,991.200,52.650,PA
138,1020.000,990.600,52.520,PA
139,1030.000,990.200,52.390,PA
140,1040.000,990.000,52.260,PA
141,1050.000,990.100,52.130,PA
142,1060.000,990.300,52.000,PA
143,1070.000,990.600,51.870,PA
# Sinais de trânsito
144,1000.500,993.000,52.050,SN
145,1040.000,992.800,51.650,SN
146,1080.000,992.500,51.200,SN
# Sumidouros
147,1010.000,993.500,52.000,SR
148,1030.000,993.800,51.750,SR
149,1050.000,993.700,51.500,SR
150,1070.000,993.400,51.250,SR
# Pontos de terreno (DTM)
151,985.000,985.000,48.500,TC
152,990.000,982.000,48.200,TC
153,995.000,979.000,47.900,TC
154,1000.000,977.000,47.700,TC
155,1005.000,975.500,47.550,TC
156,1010.000,974.000,47.400,TC
157,1020.000,973.000,47.250,TC
158,1030.000,972.500,47.150,TC
159,1040.000,972.800,47.200,TC
160,1050.000,973.500,47.350,TC
161,1060.000,974.500,47.500,TC
162,1070.000,976.000,47.700,TC
163,1080.000,978.000,47.950,TC
164,1090.000,980.500,48.250,TC
165,1095.000,983.000,48.550,TC
166,1098.000,988.000,49.600,TC
167,1100.000,993.000,50.200,TC
168,1100.000,1000.000,51.200,TC
169,1100.000,1007.000,52.100,TC
170,1098.000,1013.000,53.000,TC
171,1095.000,1018.000,53.800,TC
172,1090.000,1022.000,54.400,TC
173,1080.000,1026.000,55.000,TC
174,1070.000,1028.000,55.500,TC
175,1060.000,1029.000,55.800,TC
176,1050.000,1029.500,56.000,TC
177,1040.000,1029.300,55.900,TC
178,1030.000,1028.800,55.700,TC
179,1020.000,1027.800,55.400,TC
180,1010.000,1026.000,55.000,TC
181,1000.000,1023.500,54.500,TC
182,993.000,1020.000,54.000,TC
183,988.000,1015.000,53.400,TC
184,984.000,1010.000,52.800,TC
185,982.000,1004.000,52.200,TC
186,981.000,998.000,51.600,TC
187,982.000,992.000,51.000,TC
188,984.000,987.000,50.500,TC
189,987.000,983.000,50.000,TC
190,990.000,979.000,49.200,TC
191,1015.000,993.000,51.500,TC
192,1015.000,1000.000,52.000,TC
193,1015.000,1007.000,52.800,TC
194,1045.000,993.000,51.300,TC
195,1045.000,1000.000,51.800,TC
196,1045.000,1007.000,52.600,TC
197,1075.000,993.500,51.100,TC
198,1075.000,1000.000,51.600,TC
199,1075.000,1007.000,52.400,TC
200,1000.000,1000.000,52.340,TC
